LTE_5g_Category,Time,Packet_Loss_Rate,Packet_delay,IoT,LTE_5G,GBR,Non_GBR,AR_VR_Gaming,Healthcare,Industry_4_0,IoT_Devices,Public_Safety,Smart_City_Home,Smart_Transportation,Smartphone,slice_Type,slice_type_label
20,4,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
17,6,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
5,16,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
10,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
3,5,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
16,6,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
18,7,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
14,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
3,8,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,8,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
2,4,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
20,6,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
19,9,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,17,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
9,7,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
12,20,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
14,1,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,17,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
4,20,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
3,9,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
18,17,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
20,9,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,1,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
8,2,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
9,11,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
8,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
3,9,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
2,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
20,12,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
2,7,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
1,8,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
22,7,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
3,23,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
9,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
22,2,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
1,7,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,0,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
3,0,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
9,4,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
13,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
19,7,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
11,4,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
21,12,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
18,12,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
16,8,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,3,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
3,11,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
9,18,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
19,10,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
6,15,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
15,6,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
16,13,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
20,1,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,4,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
16,8,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
2,11,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
7,11,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
8,18,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
4,1,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
10,21,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
4,7,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
22,21,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
9,1,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
5,20,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
16,5,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
9,20,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,10,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
21,16,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
19,9,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
20,4,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
7,5,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
2,3,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
16,10,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
22,18,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
10,21,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,4,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
20,13,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
18,17,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
3,20,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
20,21,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,4,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
3,3,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
13,12,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
9,22,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
10,6,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
2,6,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
16,10,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
15,10,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
16,21,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
17,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
9,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
5,2,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
7,11,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
20,0,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
13,8,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
3,11,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
1,12,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,17,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
1,7,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
12,17,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
9,20,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
19,14,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
3,21,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
20,12,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,3,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,7,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,5,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
5,4,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
3,5,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,2,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
7,1,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
6,20,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
9,20,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
6,7,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
12,14,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
4,10,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
17,10,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
14,3,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
8,0,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
14,3,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
16,14,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
2,3,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
3,12,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
11,9,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
3,14,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
2,1,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
14,19,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
1,16,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
20,5,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
16,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
3,8,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
11,13,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
5,21,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
13,19,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
6,19,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,0,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
16,5,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
3,2,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
9,20,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
19,4,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
16,10,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
14,7,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
4,14,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
20,3,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,5,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,19,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,6,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
17,17,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
15,11,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
3,14,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,13,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
5,14,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
8,18,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
16,21,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
9,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
13,1,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
18,9,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
19,5,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
18,5,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
18,7,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
1,5,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
18,20,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,12,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
15,12,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
14,13,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,17,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
6,8,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
19,9,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,16,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
19,11,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
21,10,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
10,15,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
8,1,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
11,9,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
22,11,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
5,13,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
7,12,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
8,23,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
3,2,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,4,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
20,16,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
11,23,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
14,12,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,14,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
10,9,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,18,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
6,7,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,19,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
13,2,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
12,6,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
11,6,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
10,8,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
8,15,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
11,2,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
6,1,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
11,10,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
7,5,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
15,11,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
15,9,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
10,14,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
10,11,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
12,14,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
5,17,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
6,20,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
10,17,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
8,6,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
13,12,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
16,2,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
10,16,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,21,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
9,11,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
10,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
10,19,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
17,17,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
13,16,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
8,4,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
10,18,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
10,3,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
15,2,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
15,8,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
6,22,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
7,19,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
6,12,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
16,21,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
15,14,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,6,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
1,10,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
4,7,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
13,7,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
6,1,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
20,23,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
21,14,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
15,18,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,10,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
20,9,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
11,1,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
15,21,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
16,17,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
19,10,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
16,1,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
3,1,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
10,10,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
18,16,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
11,2,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
16,21,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
15,11,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
18,13,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
17,15,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
13,20,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
5,10,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
5,15,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,0,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
11,9,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
17,14,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
11,23,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
20,21,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
11,17,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,16,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
16,3,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
11,19,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
16,3,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,13,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
17,3,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
7,19,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
5,19,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
6,13,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,5,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
5,0,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
11,13,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
6,23,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
18,0,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
11,0,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
18,20,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
15,2,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
11,19,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
3,4,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
10,18,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
6,13,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
16,18,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
15,9,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
10,20,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
20,0,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
5,19,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,18,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
2,23,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
4,23,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
2,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
9,23,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,0,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
10,1,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
4,11,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
6,6,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
5,11,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,6,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
19,5,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
21,10,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
15,17,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
14,9,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
1,23,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
9,0,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,15,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
10,3,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,16,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
12,21,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
7,14,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
4,7,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,0,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
3,19,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
13,6,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
1,10,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
14,1,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,13,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
14,1,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
17,2,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
15,1,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
18,1,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
19,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
22,11,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
14,6,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
15,16,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
16,4,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
20,1,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
1,3,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
